cntry,asn,Frequency
LT,24877,150
LT,25190,102
LT,25406,63
LT,2847,149
LT,28679,487
LT,29625,209
LT,3.617,2
LT,30721,4185
LT,33922,1234
LT,34120,51
LT,34857,35
LT,39007,175
LT,39067,91
LT,39354,558
LT,41228,29
LT,42675,136
LT,43627,182
LT,43649,92
LT,43700,124
LT,44642,164
LT,49602,61
LT,50962,105
LT,5377,11
LT,5522,783
LT,6769,15
LT,8486,126
LT,8764,10264
LU,6661.0,5
LU,9008.0,4
LU,12684.0,25
LU,12684,758
LU,21502,11
LU,25273,11
LU,48526,1
LU,5577,1
LU,6661,49
LU,8632,33
LU,9008,34
LV,2588.0,3
LV,5518.0,6
LV,6851.0,2
LV,12578.0,36
LV,20797.0,12
LV,20910.0,9
LV,21016.0,4
LV,24589.0,1
LV,24620.0,12
LV,24651.0,23
LV,24921.0,1
LV,34001.0,5
LV,34354.0,3
LV,41563.0,2
LV,48870.0,8
LV,1257,26
LV,12578,1030
LV,13194,3
LV,20662,10
LV,20797,291
LV,20910,156
LV,21016,257
LV,24589,37
LV,24620,141
LV,24651,193
LV,24921,143
LV,2588,40
LV,28843,56
LV,29600,3
LV,34001,78
LV,34354,40
LV,39201,3
LV,39365,24
LV,41563,48
LV,41719,56
LV,41898,2
LV,42099,20
LV,43075,9
LV,44105,10
LV,44483,2
LV,47164,7
LV,47485,57
LV,47814,7
LV,48870,42
LV,49859,5
LV,5518,287
LV,6851,56
LY,13126.0,12
LY,30981.0,5
LY,13126,277
LY,19036,4
LY,21003,9
LY,29259,8
LY,30981,353
LY,6866,130
MA,6713.0,7832
MA,36884.0,1579
MA,36925.0,617
MA,30983_64512,273
MA,36884,36784
MA,36925,13668
MA,6713,184823
MA,9229,1
MC,5560,25
MC,6758,17
MD,1547.0,31
MD,8926.0,779
MD,15836.0,3
MD,25454.0,9
MD,31204.0,10
MD,31252.0,117
MD,39279.0,20
MD,43831.0,6
MD,43870.0,1
MD,43925.0,1
MD,47932.0,13
MD,48331.0,3
MD,48480.0,8
MD,48506.0,2
MD,48872.0,5
MD,49560.0,4
MD,1547,780
MD,15836,340
MD,25129,27
MD,25454,613
MD,31204,392
MD,31252,3729
MD,35346,65
MD,39279,505
MD,42130,1
MD,43831,150
MD,43870,138
MD,43925,79
MD,47729,5
MD,47932,481
MD,48331,118
MD,48480,152
MD,48506,235
MD,48691,7
MD,48872,126
MD,49527,11
MD,49560,82
MD,50084,7
MD,51056,63
MD,8926,25327
MD,9199,61
ME,8585.0,314
ME,15397.0,13
ME,40981.0,4
ME,43940.0,33
ME,47881.0,7
ME,51629.0,4
ME,15397,545
ME,35567,1
ME,40981,91
ME,43940,718
ME,47881,159
ME,51629,86
ME,8585,7174
MG,21042.0,52
MG,37054.0,108
MG,21042,1769
MG,37037,45
MG,37054,2637
MG,37111,57
MH,24439.0,14
MH,24439,269
MK,6821.0,540
MK,16333.0,156
MK,34547.0,40
MK,34772.0,132
MK,39184.0,16
MK,39505.0,11
MK,39766.0,21
MK,41557.0,24
MK,41688.0,8
MK,43612.0,150
MK,44021.0,8
MK,44566.0,11
MK,47686.0,6
MK,48057.0,22
MK,49056.0,23
MK,16333,3665
MK,34547,876
MK,34772,3499
MK,39184,358
MK,39505,285
MK,39766,242
MK,41557,612
MK,41688,249
MK,43612,4006
MK,44021,202
MK,44118,1
MK,44566,210
MK,47686,339
MK,48057,303
MK,49056,1004
MK,5379,4
MK,6821,13674
ML,21271.0,25
ML,30985.0,113
ML,36864.0,21
ML,21271,710
ML,30985,4606
ML,36864,855
MN,4850.0,21
MN,9484.0,60
MN,9934.0,235
MN,10109.0,6
MN,10219.0,9
MN,17882.0,60
MN,24320.0,55
MN,24496.0,5
MN,24559.0,22
MN,38008.0,17
MN,38038.0,43
MN,38042.0,44
MN,38051.0,1
MN,38805.0,256
MN,38818.0,75
MN,45203.0,5
MN,45204.0,27
MN,45237.0,23
MN,55342.0,6
MN,55408.0,2
MN,55801.0,29
MN,10076,13
MN,10076.0,3
MN,10109,66
MN,10219,412
MN,10219.0,21
MN,17463,162
MN,17463.0,2
MN,17882,1211
MN,17882.0,23
MN,24320,898
MN,24320.0,21
MN,24496,169
MN,24496.0,1
MN,24559,429
MN,24559.0,12
MN,38008,787
MN,38038,481
MN,38038.0,9
MN,38042,670
MN,38042.0,19
MN,38051,102
MN,38051.0,1
MN,38218,19
MN,38218.0,3
MN,38805,5142
MN,38805.0,121
MN,38818,1534
MN,38818.0,34
MN,45203,54
MN,45204,893
MN,45204.0,31
MN,45237,474
MN,45237.0,19
MN,45509,15
MN,45509.0,1
MN,45923,27
MN,45923.0,9
MN,4850,440
MN,4850.0,20
MN,55342,114
MN,55342.0,1
MN,55408,129
MN,55408.0,6
MN,55801,541
MN,55801.0,13
MN,55882,65
MN,55882.0,1
MN,9484,675
MN,9484.0,14
MN,9934,3949
MN,9934.0,111
MO,4609.0,21
MO,4609,483
MO,4609.0,30
MP,9839.0,12
MP,7131,8
MP,9839,244
MP,9839.0,24
MQ,3215.0,14
MQ,20776.0,4
MQ,21351.0,1
MQ,16028,5
MQ,16028.0,3
MQ,20776,63
MQ,20776.0,9
MQ,21351,28
MQ,21351.0,8
MQ,3215,330
MQ,3215.0,26
MQ,47798,3
MQ,47798.0,2
MR,8346.0,16
MR,29544.0,60
MR,36052.0,1
MR,29544,1517
MR,29544.0,104
MR,36052,16
MR,36052.0,2
MR,8346,284
MR,8346.0,32
MT,12709.0,2
MT,15735.0,9
MT,33874.0,10
MT,12709,207
MT,12709.0,11
MT,15735,165
MT,15735.0,2
MT,33874,44
MT,33874.0,1
MT,34410,9
MU,23889.0,32
MU,23889,638
MU,23889.0,13
MU,30999,2
MU,36882,17
MV,7642.0,322
MV,24016.0,55
MV,55944.0,6
MV,24016,1166
MV,24016.0,31
MV,55944,29
MV,55944.0,1
MV,7642,4722
MV,7642.0,255
MW,36913.0,8
MW,36969.0,9
MW,37187.0,2
MW,12491,104
MW,12491.0,3
MW,15417,1
MW,16422,3
MW,36913,97
MW,36913.0,5
MW,36969,156
MW,37187,96
MW,37187.0,11
MW,8513,5
MX,4.769,11
MX,278.0,2
MX,594.0,17
MX,1840.0,2
MX,3484.0,1
MX,6332.0,976
MX,6503.0,219
MX,7438.0,57
MX,8151.0,5610
MX,11172.0,74
MX,11888.0,500
MX,13591.0,18
MX,13999.0,610
MX,14000.0,163
MX,16531.0,8
MX,16960.0,47
MX,18734.0,16
MX,19332.0,38
MX,22566.0,106
MX,22908.0,18
MX,27672.0,6
MX,28373.0,2
MX,28481.0,16
MX,28502.0,24
MX,28503.0,2
MX,28509.0,19
MX,28512.0,25
MX,28518.0,3
MX,28525.0,3
MX,28533.0,14
MX,28534.0,8
MX,28536.0,6
MX,28537.0,7
MX,28541.0,12
MX,28544.0,14
MX,28545.0,2
MX,28548.0,56
MX,28552.0,19
MX,28554.0,105
MX,28555.0,61
MX,28557.0,3
MX,28615.0,66
MX,32098.0,3
MX,10436,4
MX,10706,10
MX,11172,1058
MX,11172.0,91
MX,11888,5153
MX,11888.0,812
MX,13579,4
MX,13591,201
MX,13591.0,19
MX,13591_2549,4
MX,13999,6599
MX,13999.0,892
MX,14000,2241
MX,14000.0,296
MX,14178,57
MX,16531,59
MX,16531.0,8
MX,16960,437
MX,16960.0,102
MX,1840,18
MX,1840.0,5
MX,18734,205
MX,18734.0,12
MX,19037,29
MX,19037.0,5
MX,19259,11
MX,19259.0,2
MX,19332,683
MX,19332.0,64
MX,21692,1
MX,22351,15
MX,22351.0,11
MX,22566,1007
MX,22566.0,171
MX,22908,222
MX,22908.0,18
MX,27672,68
MX,27672.0,26
MX,278,9
MX,28373,16
MX,28373.0,4
MX,28376,29
MX,28376.0,14
MX,28481,120
MX,28481.0,14
MX,28502,273
MX,28502.0,19
MX,28503,12
MX,28506,5
MX,28509,239
MX,28509.0,29
MX,28512,288
MX,28512.0,29
MX,28518,56
MX,28518.0,14
MX,28525,51
MX,28525.0,6
MX,28531,10
MX,28531.0,3
MX,28532,16
MX,28532.0,7
MX,28533,79
MX,28533.0,10
MX,28534,134
MX,28534.0,22
MX,28535,20
MX,28535.0,1
MX,28536,43
MX,28536.0,8
MX,28537,54
MX,28537.0,12
MX,28541,125
MX,28541.0,14
MX,28544,161
MX,28544.0,12
MX,28545,45
MX,28545.0,9
MX,28546,6
MX,28548,476
MX,28548.0,79
MX,28549,10
MX,28552,464
MX,28552.0,32
MX,28554,849
MX,28554.0,127
MX,28555,485
MX,28555.0,58
MX,28556,6
MX,28557,4
MX,28557.0,2
MX,28558,6
MX,28615,828
MX,28615.0,105
MX,2904,10
MX,32098,109
MX,32098.0,19
MX,3484,5
MX,3484.0,1
MX,4.769,213
MX,594,291
MX,594.0,19
MX,6332,9456
MX,6332.0,1227
MX,6503,2308
MX,6503.0,274
MX,7438,501
MX,7438.0,61
MX,8151,66573
MX,8151.0,8944
MY,2042.0,287
MY,4629.0,7
MY,4788.0,42414
MY,4818.0,12
MY,6453,1
MY,9229.0,1
MY,9534.0,3088
MY,9655.0,20
MY,9728.0,2
MY,9930.0,289
MY,10026.0,17
MY,10030.0,3112
MY,10081.0,777
MY,17464,16
MY,17564.0,74
MY,17971.0,175
MY,18206.0,25
MY,18227.0,15
MY,23678.0,23
MY,23736.0,7
MY,24028.0,59
MY,24068.0,19
MY,24321.0,33
MY,24514,14
MY,37995.0,59
MY,38044.0,52
MY,38182.0,15
MY,38199.0,47
MY,38278.0,135
MY,38322.0,929
MY,38466.0,50
MY,38552.0,36
MY,38891.0,60
MY,45121.0,8
MY,45182.0,1
MY,45960.0,8
MY,10026,42
MY,10026.0,3
MY,10030,10649
MY,10030.0,359
MY,10081,2648
MY,10081.0,91
MY,17464,26
MY,17464.0,1
MY,17547,6
MY,17564,420
MY,17564.0,14
MY,17971,657
MY,17971.0,16
MY,18206,35
MY,18206.0,1
MY,18227,29
MY,2042,935
MY,2042.0,80
MY,23678,45
MY,23678.0,2
MY,23736,1
MY,24028,238
MY,24028.0,6
MY,24068,87
MY,24090,10
MY,24314,2
MY,24321,104
MY,24321.0,14
MY,24373,1
MY,24514,20
MY,24514.0,2
MY,37995,181
MY,37995.0,1
MY,38044,67
MY,38044.0,3
MY,38182,65
MY,38182.0,2
MY,38199,70
MY,38199.0,8
MY,38278,358
MY,38278.0,5
MY,38322,3405
MY,38322.0,215
MY,38466,182
MY,38466.0,13
MY,38552,123
MY,38552.0,3
MY,38891,340
MY,38891.0,26
MY,45121,26
MY,45182,16
MY,45960,32
MY,45960.0,2
MY,4629,18
MY,4788,134708
MY,4788.0,5443
MY,4818,98
MY,6453,7
MY,9229,4
MY,9534,11506
MY,9534.0,654
MY,9655,68
MY,9655.0,5
MY,9930,684
MY,9930.0,21
MZ,25139.0,374
MZ,30619.0,602
MZ,31960.0,28
MZ,32017.0,5
MZ,36865.0,66
MZ,37047.0,6
MZ,37110.0,58
MZ,37139,3
MZ,37223.0,5
MZ,42235,1
MZ,25139,826
MZ,30619,725
MZ,31960,127
MZ,32017,15
MZ,36865,242
MZ,37047,16
MZ,37110,115
MZ,37139,13
MZ,37223,13
MZ,42235,3
NC,17480.0,23
NC,17480,20
NE,5511.0,104
NE,12491.0,49
NE,37233.0,52
NE,12491,193
NE,37233,209
NE,5511,252
NG,3741.0,109
NG,5377.0,34
NG,6453,24
NG,6866.0,37
NG,8513.0,279
NG,12491.0,29
NG,13126.0,7
NG,16284.0,292
NG,16422.0,3
NG,20598.0,30
NG,21452.0,22
NG,22351.0,56
NG,24753.0,52
NG,24801.0,38
NG,25163.0,142
NG,25320.0,207
NG,27822.0,19
NG,29091.0,2580
NG,29286.0,1
NG,29465.0,2773
NG,30988.0,22
NG,30998.0,381
NG,32806.0,4
NG,33776.0,2861
NG,34105.0,62
NG,35074.0,364
NG,36873.0,133
NG,36887.0,273
NG,36911.0,1864
NG,36920.0,117
NG,36921.0,473
NG,36923.0,406
NG,36927.0,14
NG,36954.0,2140
NG,37004.0,243
NG,37005.0,73
NG,37018.0,47
NG,37065.0,207
NG,37076.0,167
NG,37088.0,65
NG,37125.0,10
NG,37127.0,894
NG,37148.0,183
NG,37192.0,49
NG,37194.0,3
NG,37200.0,42
NG,37230.0,3
NG,37248.0,55
NG,37268.0,1
NG,42732.0,29
NG,44356.0,6
NG,44972.0,15
NG,47348.0,95
NG,12491,99
NG,13126,5
NG,16284,1229
NG,16422,13
NG,20598,182
NG,21125,2
NG,21452,190
NG,22351,284
NG,22351_35074,64
NG,24753,208
NG,24801,263
NG,25163,550
NG,25320,948
NG,27822,27
NG,29091,14503
NG,29286,8
NG,29465,9483
NG,30984,17
NG,30988,124
NG,30998,1786
NG,32806,7
NG,33775,7
NG,33776,14760
NG,34105,272
NG,35074,1573
NG,36873,424
NG,36887,1312
NG,36911,8138
NG,36920,493
NG,36921,2644
NG,36923,2287
NG,36927,78
NG,36954,10358
NG,37004,1677
NG,37005,179
NG,37018,592
NG,37065,567
NG,37076,391
NG,37088,181
NG,37125,91
NG,37127,4664
NG,37134,3
NG,37148,587
NG,37192,252
NG,37194,8
NG,37200,152
NG,37230,37
NG,37248,273
NG,37268,9
NG,3741,266
NG,42732,100
NG,44356,60
NG,44972,87
NG,47348,126
NG,5377,158
NG,6453,45
NG,6866,299
NG,8513,1163
NI,7137.0,234
NI,18840.0,9
NI,23520.0,87
NI,25607.0,29
NI,27742.0,150
NI,27761.0,65
NI,52242,1
NI,18840,50
NI,19447,2
NI,23520,85
NI,25607,57
NI,27742,374
NI,27761,116
NI,52242,8
NI,7137,508
NI,7438,5
NL,286.0,35
NL,1103.0,5
NL,3265.0,6
NL,3917.0,2
NL,4589.0,10
NL,5390.0,71
NL,5615.0,47
NL,6830.0,400
NL,8737.0,116
NL,9143.0,545
NL,12414.0,41
NL,13126.0,347
NL,13127.0,200
NL,13646.0,7
NL,15480.0,22
NL,15542.0,3
NL,15670.0,13
NL,16265.0,140
NL,16276.0,7
NL,20507.0,11
NL,21221.0,2
NL,24753.0,83
NL,25222.0,1
NL,31615.0,21
NL,34311.0,218
NL,35017.0,2
NL,39309.0,4
NL,41420.0,2
NL,41887.0,20
NL,42755.0,3
NL,44530.0,6
NL,47601.0,58
NL,47869.0,6
NL,49981.0,3
NL,1103,15
NL,12414,201
NL,12871,7
NL,13126,1262
NL,13127,895
NL,13646,7
NL,15435,7
NL,15480,25
NL,15542,26
NL,15670,38
NL,16265,512
NL,16276,40
NL,20507,61
NL,21221,11
NL,24753,157
NL,24841,16
NL,286,193
NL,31477,1
NL,31615,87
NL,3265,22
NL,33915,1
NL,34311,932
NL,35017,4
NL,3917,14
NL,39309,3
NL,41420,16
NL,41887,30
NL,42755,73
NL,44530,27
NL,4589,118
NL,47601,307
NL,47869,30
NL,49981,22
NL,5390,199
NL,5615,165
NL,6830,962
NL,8737,445
NL,9143,1560
NO,719.0,10
NO,1257.0,6
NO,2116.0,72
NO,2119.0,201
NO,3307.0,71
NO,5377.0,41
NO,8542.0,11
NO,8786.0,14
NO,12929.0,5
NO,15659.0,17
NO,15765.0,1
NO,16175,8
NO,25351.0,4
NO,29695.0,95
NO,34087.0,1
NO,35094.0,11
NO,41164.0,20
NO,49455.0,7
NO,1257,13
NO,12929,11
NO,15659,81
NO,15765,13
NO,16065,1
NO,16175,61
NO,2116,168
NO,2119,526
NO,29695,130
NO,3307,190
NO,34087,23
NO,35094,9
NO,41164,80
NO,49455,23
NO,5377,161
NO,719,43
NO,8542,32
NO,8786,107
NP,4007.0,852
NP,4613.0,416
NP,9229.0,37
NP,17501.0,3403
NP,18395.0,72
NP,23672.0,4
NP,23752.0,6245
NP,23866.0,3
NP,23928.0,31
NP,24503.0,28
NP,24550.0,143
NP,38464.0,140
NP,38533.0,22
NP,38565.0,29
NP,38828.0,66
NP,45353.0,8
NP,45451.0,527
NP,45650.0,262
NP,45811.0,3
NP,45845.0,112
NP,55548.0,5
NP,55915.0,1
NP,17501,7324
NP,18395,146
NP,23672,17
NP,23752,12571
NP,23866,4
NP,23928,48
NP,24503,82
NP,24550,306
NP,38464,269
NP,38533,36
NP,38565,52
NP,38828,109
NP,4007,2048
NP,45353,57
NP,45451,989
NP,45650,583
NP,45811,4
NP,45845,234
NP,4613,916
NP,55548,2
NP,55915,2
NP,9229,54
NZ,4648.0,6
NZ,4768.0,105
NZ,4771.0,292
NZ,7657.0,513
NZ,9245.0,63
NZ,9325.0,1
NZ,9503.0,11
NZ,9790.0,194
NZ,9872.0,22
NZ,9889.0,59
NZ,17412.0,57
NZ,17435.0,61
NZ,17705.0,204
NZ,17746.0,49
NZ,18199.0,4
NZ,37974.0,6
NZ,38793.0,4
NZ,17412,62
NZ,17435,99
NZ,17705,210
NZ,17746,60
NZ,37974,5
NZ,38793,6
NZ,45758_38550_45629,132
NZ,4648,38
NZ,4768,202
NZ,4771,390
NZ,7657,950
NZ,9245,221
NZ,9503,2
NZ,9790,463
NZ,9872,40
NZ,9889,166
OM,28885.0,15
OM,50010.0,4
OM,50010,7
PA,3551.0,4
PA,11556.0,1817
PA,14709.0,1
PA,15083.0,58
PA,18809.0,1472
PA,21599.0,46
PA,26105.0,137
PA,26426.0,46
PA,27716.0,116
PA,27755.0,9
PA,27796.0,4
PA,28005.0,175
PA,28014.0,41
PA,11556,4873
PA,14709,34
PA,15083,213
PA,18809,3338
PA,21599,201
PA,26105,413
PA,26426,205
PA,27716,371
PA,27755,16
PA,27796,10
PA,27928,12
PA,28005,646
PA,28014,151
PA,3551,12
PE,3549.0,4
PE,6147.0,26097
PE,12252.0,1807
PE,19180.0,1156
PE,21575.0,336
PE,22411.0,4
PE,26210.0,50
PE,27702.0,520
PE,27843.0,126
PE,12252,3491
PE,19180,2401
PE,21575,581
PE,22411,4
PE,26210,145
PE,27702,859
PE,27843,517
PE,3132,4
PE,3549,27
PE,6147,49584
PF,9471.0,5
PF,9471,16
PG,38009,2
PG,45924.0,8
PG,55792.0,37
PG,38009,1
PG,45924,2
PG,55792,35
PG,7700,1
PH,4775,100627
PH,6163,148
PH,6453,12
PH,6648,38779
PH,7491,138
PH,7629,1539
PH,9299,185408
PH,9334.0,13
PH,9386,922
PH,9497,19755
PH,9658,2509
PH,9821,6
PH,9927,196
PH,10026.0,3
PH,10139,114155
PH,10224,7
PH,17433,42
PH,17639,8316
PH,17857.0,10
PH,17895,427
PH,17970,25
PH,18187,356
PH,18194,107
PH,18233,386
PH,18305,82
PH,18396,611
PH,23606,143
PH,23887,100
PH,23930,175
PH,23944,1866
PH,23964.0,3
PH,24106,7457
PH,24179.0,12
PH,24551,131
PH,38467,21
PH,38471,198
PH,38553,2031
PH,38609,221
PH,38747,66
PH,45325,53
PH,45499,136
PH,45598,41
PH,45622,346
PH,45664,5949
PH,45754,606
PH,45771,47
PH,45832.0,1
PH,10026,2
PH,10139,147364
PH,10224,4
PH,17433,150
PH,17639,11655
PH,17857,5
PH,17895,522
PH,17970,33
PH,18187,582
PH,18194,73
PH,18233,276
PH,18305,147
PH,18396,695
PH,23606,98
PH,23887,97
PH,23930,222
PH,23944,2949
PH,23964,13
PH,24106,11134
PH,24179,8
PH,24551,261
PH,38467,17
PH,38471,349
PH,38553,2935
PH,38609,223
PH,38747,179
PH,45325,125
PH,45499,334
PH,45598,37
PH,45622,410
PH,45664,8696
PH,45754,795
PH,45771,46
PH,4775,133251
PH,6163,97
PH,6453,21
PH,6648,51324
PH,7491,101
PH,7629,1765
PH,9299,245769
PH,9334,11
PH,9386,1326
PH,9497,25169
PH,9658,2946
PH,9821,3
PH,9927,212
PK,9260,89
PK,9541,58
PK,17539,2
PK,17557,296
PK,17563,113
PK,17787,10
PK,17911,82
PK,23674,143
PK,23750,143
PK,23888,40
PK,23966,376
PK,24499,14
PK,38193,224
PK,38264,46
PK,38547,75
PK,38710,138
PK,45595,1851
PK,45669,149
PK,45773,81
PK,45814,48
PK,55453,4
PK,55501,44
PK,55714,39
PK,17539,28
PK,17557,4461
PK,17563,1801
PK,17787,450
PK,17911,1400
PK,23649,4
PK,23674,3864
PK,23750,3537
PK,23888,1137
PK,23966,18009
PK,24499,202
PK,38193,7815
PK,38264,2029
PK,38488,16
PK,38547,4143
PK,38584,5
PK,38616,1
PK,38710,5990
PK,45595,91704
PK,45669,4875
PK,45748,6
PK,45773,2631
PK,45814,2789
PK,55453,213
PK,55501,1351
PK,55714,1496
PK,9260,2296
PK,9541,1340
PK,9557,31
PL,12324,281
PL,12346,889
PL,12423,84
PL,12464,58
PL,12476,1207
PL,12618,718
PL,12642,303
PL,12741,25744
PL,12743,15
PL,12831,71
PL,12912,9701
PL,12968,2018
PL,13000,691
PL,13065,195
PL,13086,310
PL,13110,1140
PL,13119,13
PL,15373,302
PL,15470,1
PL,15694,262
PL,15744_35434,150
PL,15798,29
PL,15855,877
PL,15857,6311
PL,15878,149
PL,16276,17
PL,16283,19
PL,16290,104
PL,16340,621
PL,16342,1653
PL,16366,215
PL,1887,166
PL,20804,2311
PL,20853,87
PL,20938,17
PL,20960,14749
PL,21021,9915
PL,21064,8
PL,21182,100
PL,21404,239
PL,24671,291
PL,24709,497
PL,24740,5
PL,24848,44
PL,25084,85
PL,25388,806
PL,25468,73
PL,28785,165
PL,28982,143
PL,29007,375
PL,29208,13
PL,29232,66
PL,29286,51
PL,29314,7094
PL,29414,176
PL,29451,3
PL,29512,20
PL,29553,130
PL,29553_5511,9
PL,29596,118
PL,29642,38
PL,29649,897
PL,3.12,111
PL,3.168,46
PL,3.184,10
PL,3.194,45
PL,3.218,12
PL,3.275,96
PL,3.283,129
PL,3.293,22
PL,3.295,158
PL,3.319,209
PL,3.32,64
PL,3.361,93
PL,3.371,42
PL,3.386,197
PL,3.39,32
PL,3.417,266
PL,3.491,34
PL,3.573,309
PL,3.578,9
PL,3.593,5
PL,3.619,12
PL,3.654,460
PL,3.687,46
PL,3.702,5
PL,3.71,210
PL,3.769,288
PL,3.797,35
PL,3.839,16
PL,3.85,179
PL,3.871,24
PL,30778,155
PL,30782,4
PL,30793,292
PL,30799,390
PL,30813,4
PL,30824,946
PL,30838,294
PL,30851,645
PL,30923,185
PL,30975,143
PL,31242,1158
PL,31255,86
PL,31304,624
PL,31412,53
PL,31423,674
PL,31505,32
PL,31604,43
PL,31608,314
PL,31658,5
PL,33838,35
PL,33863,403
PL,33868,10
PL,33869,157
PL,33923,394
PL,33951,553
PL,34169,142
PL,34203,85
PL,34252,16
PL,34254,18
PL,34275,321
PL,34325,861
PL,34337,178
PL,34393,68
PL,34402,115
PL,34494,11
PL,34509,50
PL,34525,343
PL,34544,56
PL,34604,66
PL,34805,211
PL,34844,18
PL,34937,118
PL,34969,206
PL,34999,9
PL,35007,252
PL,35063,389
PL,35112,294
PL,35115,5
PL,35179,332
PL,35191,1196
PL,35199,103
PL,35229,5
PL,35274,564
PL,35305,81
PL,35306,157
PL,35355,1
PL,35378,548
PL,35434,424
PL,35463,87
PL,35491,53
PL,35601,391
PL,35695,73
PL,35745,49
PL,35760,29
PL,35787,509
PL,35790,19
PL,38942,31
PL,38944,1071
PL,38950,143
PL,38987,744
PL,39006,576
PL,39091,171
PL,39175,52
PL,39195,12
PL,39288,95
PL,39310,3
PL,39349,499
PL,39375,422
PL,39412,5
PL,39439,4
PL,39566,105
PL,39603,1180
PL,39716,5
PL,39816,83
PL,39834,117
PL,39869,335
PL,39907,16
PL,40961,5
PL,40969,78
PL,41006,280
PL,41023,13
PL,41201,225
PL,41207,172
PL,41235,58
PL,41256,1062
PL,41266,19
PL,41297,74
PL,41314,345
PL,41322,15
PL,41335,99
PL,41356,195
PL,41421,21
PL,41508,7
PL,41511,12
PL,41522,58
PL,41642,3
PL,41676,1
PL,41740,170
PL,41796,27
PL,41809,242
PL,41841,138
PL,41860,5
PL,41865,40
PL,41912,13
PL,41931,62
PL,41952,353
PL,41966,4
PL,42039,1
PL,42064,41
PL,42084,31
PL,42131,50
PL,42153,1
PL,42154,147
PL,42177,13
PL,42202,9
PL,42266,83
PL,42401,115
PL,42483,95
PL,42490,33
PL,42520,2
PL,42531,70
PL,42547,3
PL,42552,51
PL,42643,117
PL,42644,94
PL,42673,1397
PL,42709,55
PL,42717,30
PL,42739,842
PL,42763,289
PL,42830,19
PL,42832,5
PL,42914,298
PL,42935,12
PL,42968,408
PL,42971,188
PL,42981,35
PL,43118,37
PL,43153,156
PL,43253,3
PL,43371,263
PL,43420,275
PL,43435,206
PL,43447,23449
PL,43476,3
PL,43607,44
PL,43679,11
PL,43803,37
PL,43939,825
PL,43968,7
PL,44033,14
PL,44061,219
PL,44124,117
PL,44176,213
PL,44284,121
PL,44359,115
PL,44454,53
PL,44514,1
PL,44643,4
PL,44692,318
PL,44714,265
PL,44758,35
PL,44859,20
PL,44874,177
PL,44914,916
PL,47129,25
PL,47175,83
PL,47189,27
PL,47223,811
PL,47250,32
PL,47252,1
PL,47273,11
PL,47275,54
PL,47640,46
PL,47660,19
PL,47728,114
PL,47850,68
PL,47884,1
PL,48002,11
PL,48119,6
PL,48183,10
PL,48224,4
PL,48464,559
PL,48626,78
PL,48659,18
PL,48694,14
PL,48712,9
PL,48790,12
PL,48866,133
PL,48956,167
PL,49035,38
PL,49102,15
PL,49151,141
PL,49185,128
PL,49190,42
PL,49242,73
PL,49289,253
PL,49424,160
PL,49528,81
PL,49543,190
PL,49631,100
PL,49633,95
PL,49715,18
PL,49743,19
PL,49753,67
PL,49761,11
PL,49787,2
PL,49876,32
PL,50086,71
PL,50153,44
PL,50188,13
PL,50231,42
PL,50239,37
PL,50247,232
PL,50387,488
PL,50411,21
PL,50450,52
PL,50467,217
PL,50481,10
PL,50550,289
PL,50584,46
PL,50606,843
PL,50625,799
PL,50661,36
PL,50705,333
PL,50767,34
PL,50987,74
PL,50993,156
PL,50994,107
PL,51068,146
PL,51101,67
PL,51104,14
PL,51175,24
PL,51310,84
PL,51337,365
PL,51373,159
PL,51390,119
PL,51415,30
PL,51436,89
PL,51484,337
PL,51566,209
PL,51620,378
PL,51636,60
PL,51848,11
PL,51863,254
PL,51944,109
PL,51980,6
PL,5527,8
PL,5550,42
PL,5617,147173
PL,6714,5073
PL,6778,126
PL,6830_9141,9936
PL,8200,144
PL,8256,61
PL,8267,489
PL,8286,43
PL,8308,2638
PL,8323,302
PL,8326,527
PL,8374,6330
PL,8477,10
PL,8508,6
PL,8664,166
PL,8819,29
PL,8834,513
PL,8865,166
PL,8924,96
PL,8938,584
PL,8970,150
PL,9085,6
PL,9103,39
PL,9112,24
PR,10396,137
PR,11992,493
PR,14638,21
PR,3549,275
PR,36423,208
PR,46941,3
PR,5786,3
PS,12754,2016
PS,12975,68374
PS,15975,5005
PS,25586,2614
PS,3.117,261
PS,3.636,49
PS,3.742,2463
PS,35385,2
PS,42314,8
PS,47253,601
PS,48966,1
PS,49539,135
PS,49954,565
PS,51336,755
PS,51407,2152
PS,51440,616
PS,51737,2575
PT,12353,651
PT,12542,907
PT,12926,96
PT,13156,130
PT,15525,31
PT,1930,75
PT,21246,55
PT,24698,250
PT,2860,54
PT,3243,838
PT,42580,29
PT,42863,89
PT,5626,195
PT,9186,145
PW,17893,6
PY,19037,294
PY,23201,6817
PY,27669,106
PY,27727,126
PY,27768,658
PY,27795,13
PY,27866,1890
PY,27895,489
PY,28008,30
PY,52229,58
PY,7303,42
QA,29384,69
QA,42298,19000
QA,8781,2012
RE,20776,137
RE,3215,46
RO,12302,16442
RO,12310,239
RO,12675,29
RO,12842,338
RO,15400,1
RO,15471,1823
RO,15858,1097
RO,15952,104
RO,15972,248
RO,16026,2
RO,16157,1
RO,16220,713
RO,20524,202
RO,20668,131
RO,20879,464
RO,21007,47
RO,21220,13353
RO,21294,19
RO,21300,2
RO,21462,642
RO,24695,52
RO,24718,142
RO,25304,810
